source_path	origin	counterpart_relation	counterpart_path	mechanism_family	current_rust_owner	trace_path	disposition
1.0.7705/peer/src-clj/datomic/memory_size.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/memory_size.clj	cache-composition	src/index/tree/cache.rs	datomic_pro_docs/08_operations/02_observability_and_tuning/01_memory_and_caching.atomic.md	Shared immutable object/cache policy family; sizing estimates and Caffeine internals are not native RSS or eviction equivalence. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/monitor.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/monitor.clj	host-operations-support	src/operations/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/02_datomic_deployment.atomic.md	Coherent host/config/diagnostic support family; native explicit configuration/operations replace JVM supervision and presentation helpers. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/peer.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/peer.clj	peer-observation	src/peer/live.rs	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	Captured values and advancing observation; no URI-global cache or reader-pin compatibility. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/process.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/process.clj	host-operations-support	src/operations/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/02_datomic_deployment.atomic.md	Coherent host/config/diagnostic support family; native explicit configuration/operations replace JVM supervision and presentation helpers. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/process/events.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/process/events.clj	host-operations-support	src/operations/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/02_datomic_deployment.atomic.md	Coherent host/config/diagnostic support family; native explicit configuration/operations replace JVM supervision and presentation helpers. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/process_monitor.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/process_monitor.clj	host-operations-support	src/operations/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/02_datomic_deployment.atomic.md	Coherent host/config/diagnostic support family; native explicit configuration/operations replace JVM supervision and presentation helpers. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/promise.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/promise.clj	application-completion-errors	src/application/mod.rs	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	Shared API/completion family; native bounded executor and typed errors replace JVM adapters. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/pull.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/pull.clj	pull-and-entity	src/pull/mod.rs	datomic_pro_docs/05_query_and_pull/03_pull.atomic.md	Native navigation and explicit transform registration; JVM namespace loading is not required. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/qtune.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/qtune.clj	query-and-diagnostics	src/query/mod.rs	datomic_pro_docs/05_query_and_pull/02_query_reference.atomic.md	Native relational/result/control owner; qtune is optional diagnostic policy, not runtime scheduling parity. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/query.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/query.clj	query-and-diagnostics	src/query/mod.rs	datomic_pro_docs/05_query_and_pull/02_query_reference.atomic.md	Native relational/result/control owner; qtune is optional diagnostic policy, not runtime scheduling parity. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/query/support.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/query/support.clj	query-and-diagnostics	src/query/mod.rs	datomic_pro_docs/05_query_and_pull/02_query_reference.atomic.md	Native relational/result/control owner; qtune is optional diagnostic policy, not runtime scheduling parity. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/queue.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/queue.clj	application-queue-admission	src/runtime/executor/mod.rs	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	Blocking source put differs from offer; native bounded Busy admission is deliberate. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/reconnector2.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/reconnector2.clj	application-completion-errors	src/application/mod.rs	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	Shared API/completion family; native bounded executor and typed errors replace JVM adapters. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/require.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/require.clj	host-operations-support	src/operations/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/02_datomic_deployment.atomic.md	Coherent host/config/diagnostic support family; native explicit configuration/operations replace JVM supervision and presentation helpers. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/s3.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/s3.clj	non-target-provider	-	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Non-target backend/vendor integration; no unsupported native provider is advertised. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/s3_api.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/s3_api.clj	non-target-provider	-	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Non-target backend/vendor integration; no unsupported native provider is advertised. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/s3_kv.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/s3_kv.clj	non-target-provider	-	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Non-target backend/vendor integration; no unsupported native provider is advertised. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/s3backup.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/s3backup.clj	non-target-provider	-	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Non-target backend/vendor integration; no unsupported native provider is advertised. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/simple_kv.clj	recovered-datomic-initializer	byte-identical	1.0.7705/transactor/src-clj/datomic/simple_kv.clj	storage-catalog	src/storage/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Opaque objects/conditional references and shared catalog; provider/backend-specific behavior is not native parity. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-clj/datomic/slf4j.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/slf4j.clj	host-operations-support	src/operations/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/02_datomic_deployment.atomic.md	Coherent host/config/diagnostic support family; native explicit configuration/operations replace JVM supervision and presentation helpers. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/sql.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/sql.clj	storage-catalog	src/storage/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Opaque objects/conditional references and shared catalog; provider/backend-specific behavior is not native parity. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/stats.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/stats.clj	host-operations-support	src/operations/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/02_datomic_deployment.atomic.md	Coherent host/config/diagnostic support family; native explicit configuration/operations replace JVM supervision and presentation helpers. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/summary.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/summary.clj	host-operations-support	src/operations/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/02_datomic_deployment.atomic.md	Coherent host/config/diagnostic support family; native explicit configuration/operations replace JVM supervision and presentation helpers. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/tools.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/tools.clj	host-operations-support	src/operations/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/02_datomic_deployment.atomic.md	Coherent host/config/diagnostic support family; native explicit configuration/operations replace JVM supervision and presentation helpers. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/tools/index_checks.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/tools/index_checks.clj	host-operations-support	src/operations/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/02_datomic_deployment.atomic.md	Coherent host/config/diagnostic support family; native explicit configuration/operations replace JVM supervision and presentation helpers. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/transaction.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/transaction.clj	transaction-admission	src/transaction/mod.rs	datomic_pro_docs/04_transactions/02_transaction_data.atomic.md	Native shared transaction admission/assessment; generated assertion expansion is not a separate engine. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/treewalk.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/treewalk.clj	ordered-structures	src/index/mod.rs	datomic_pro_docs/06_indexes/01_index_model.atomic.md	Shared immutable trees, sorted traversal and bounded build; source representation differs from native codec. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/uri.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/uri.clj	host-operations-support	src/operations/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/02_datomic_deployment.atomic.md	Coherent host/config/diagnostic support family; native explicit configuration/operations replace JVM supervision and presentation helpers. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/val_cluster.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/val_cluster.clj	storage-catalog	src/storage/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Opaque objects/conditional references and shared catalog; provider/backend-specific behavior is not native parity. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/valcache.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/valcache.clj	optional-cache	src/ssd_cache.rs	datomic_pro_docs/09_optional/02_specialized_operations/00_read_only_connections.atomic.md	Native local cache counterpart; source Valcache/Memcached layout and protocol are non-target integrations. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/valcache/puts_pool.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/valcache/puts_pool.clj	optional-cache	src/ssd_cache.rs	datomic_pro_docs/09_optional/02_specialized_operations/00_read_only_connections.atomic.md	Native local cache counterpart; source Valcache/Memcached layout and protocol are non-target integrations. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/valcache/puts_pool_impl.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/valcache/puts_pool_impl.clj	optional-cache	src/ssd_cache.rs	datomic_pro_docs/09_optional/02_specialized_operations/00_read_only_connections.atomic.md	Native local cache counterpart; source Valcache/Memcached layout and protocol are non-target integrations. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/valcache_direct.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/valcache_direct.clj	optional-cache	src/ssd_cache.rs	datomic_pro_docs/09_optional/02_specialized_operations/00_read_only_connections.atomic.md	Native local cache counterpart; source Valcache/Memcached layout and protocol are non-target integrations. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/validators.clj	recovered-datomic-initializer	byte-identical	1.0.7705/transactor/src-clj/datomic/validators.clj	model-schema-value	src/model/mod.rs	datomic_pro_docs/03_schema/03_identity_and_uniqueness.atomic.md	Shared native value/schema/identity contracts; db also has transaction and temporal owners traced by companions. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-java/com/datomic/impl/peer/ActiveMQInputStream.java	recovered-java-origin	byte-identical	1.0.7705/transactor/src-java/com/datomic/impl/peer/ActiveMQInputStream.java	peer-transport	src/application/transport/mod.rs	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	Source broker notification/submission adapter; native local/TLS transport uses stable identity and receipts, not Artemis protocol. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-java/com/datomic/lucene/store/DatomicThunk.java	recovered-java-origin	byte-identical	1.0.7705/transactor/src-java/com/datomic/lucene/store/DatomicThunk.java	fulltext	src/fulltext/mod.rs	datomic_pro_docs/05_query_and_pull/02_query_reference.fulltext.atomic.md	Native immutable search projection and bounded recent completion; Lucene adapters are not native wire/score parity. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-java/datomic/Attribute.java	recovered-java-origin	byte-identical	1.0.7705/transactor/src-java/datomic/Attribute.java	model-schema-value	src/model/mod.rs	datomic_pro_docs/03_schema/03_identity_and_uniqueness.atomic.md	Shared native value/schema/identity contracts; db also has transaction and temporal owners traced by companions. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-java/datomic/Connection.java	recovered-java-origin	byte-identical	1.0.7705/transactor/src-java/datomic/Connection.java	application-completion-errors	src/application/mod.rs	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	Shared API/completion family; native bounded executor and typed errors replace JVM adapters. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-java/datomic/Database.java	recovered-java-origin	byte-identical	1.0.7705/transactor/src-java/datomic/Database.java	model-schema-value	src/model/mod.rs	datomic_pro_docs/03_schema/03_identity_and_uniqueness.atomic.md	Shared native value/schema/identity contracts; db also has transaction and temporal owners traced by companions. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-java/datomic/Datom.java	recovered-java-origin	byte-identical	1.0.7705/transactor/src-java/datomic/Datom.java	model-schema-value	src/model/mod.rs	datomic_pro_docs/03_schema/03_identity_and_uniqueness.atomic.md	Shared native value/schema/identity contracts; db also has transaction and temporal owners traced by companions. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-java/datomic/Entity.java	recovered-java-origin	byte-identical	1.0.7705/transactor/src-java/datomic/Entity.java	pull-and-entity	src/pull/mod.rs	datomic_pro_docs/05_query_and_pull/03_pull.atomic.md	Native navigation and explicit transform registration; JVM namespace loading is not required. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-java/datomic/ListenableFuture.java	recovered-java-origin	byte-identical	1.0.7705/transactor/src-java/datomic/ListenableFuture.java	application-completion-errors	src/application/mod.rs	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	Shared API/completion family; native bounded executor and typed errors replace JVM adapters. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-java/datomic/Log.java	recovered-java-origin	byte-identical	1.0.7705/transactor/src-java/datomic/Log.java	log-value-and-publication	src/database_value/log.rs	datomic_pro_docs/07_peer_api/02_shared_reference/00_log_api.atomic.md	Shared captured log API; publication/authority also traced by ACID companion. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-java/datomic/Peer.java	recovered-java-origin	byte-identical	1.0.7705/transactor/src-java/datomic/Peer.java	application-completion-errors	src/application/mod.rs	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	Shared API/completion family; native bounded executor and typed errors replace JVM adapters. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-java/datomic/QueryRequest.java	recovered-java-origin	byte-identical	1.0.7705/transactor/src-java/datomic/QueryRequest.java	application-completion-errors	src/application/mod.rs	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	Shared API/completion family; native bounded executor and typed errors replace JVM adapters. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-java/datomic/Util.java	recovered-java-origin	byte-identical	1.0.7705/transactor/src-java/datomic/Util.java	application-completion-errors	src/application/mod.rs	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	Shared API/completion family; native bounded executor and typed errors replace JVM adapters. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-java/datomic/functions/Fn.java	recovered-java-origin	byte-identical	1.0.7705/transactor/src-java/datomic/functions/Fn.java	application-computation	src/database_value/invoke.rs	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	Native explicit callbacks/persisted programs; generated fixed-arity interfaces and JVM compiler have no standalone native counterpart. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-java/datomic/functions/Fn0.java	recovered-java-origin	byte-identical	1.0.7705/transactor/src-java/datomic/functions/Fn0.java	application-computation	src/database_value/invoke.rs	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	Native explicit callbacks/persisted programs; generated fixed-arity interfaces and JVM compiler have no standalone native counterpart. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-java/datomic/functions/Fn1.java	recovered-java-origin	byte-identical	1.0.7705/transactor/src-java/datomic/functions/Fn1.java	application-computation	src/database_value/invoke.rs	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	Native explicit callbacks/persisted programs; generated fixed-arity interfaces and JVM compiler have no standalone native counterpart. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-java/datomic/functions/Fn10.java	recovered-java-origin	byte-identical	1.0.7705/transactor/src-java/datomic/functions/Fn10.java	application-computation	src/database_value/invoke.rs	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	Native explicit callbacks/persisted programs; generated fixed-arity interfaces and JVM compiler have no standalone native counterpart. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-java/datomic/functions/Fn2.java	recovered-java-origin	byte-identical	1.0.7705/transactor/src-java/datomic/functions/Fn2.java	application-computation	src/database_value/invoke.rs	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	Native explicit callbacks/persisted programs; generated fixed-arity interfaces and JVM compiler have no standalone native counterpart. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-java/datomic/functions/Fn3.java	recovered-java-origin	byte-identical	1.0.7705/transactor/src-java/datomic/functions/Fn3.java	application-computation	src/database_value/invoke.rs	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	Native explicit callbacks/persisted programs; generated fixed-arity interfaces and JVM compiler have no standalone native counterpart. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-java/datomic/functions/Fn4.java	recovered-java-origin	byte-identical	1.0.7705/transactor/src-java/datomic/functions/Fn4.java	application-computation	src/database_value/invoke.rs	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	Native explicit callbacks/persisted programs; generated fixed-arity interfaces and JVM compiler have no standalone native counterpart. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-java/datomic/functions/Fn5.java	recovered-java-origin	byte-identical	1.0.7705/transactor/src-java/datomic/functions/Fn5.java	application-computation	src/database_value/invoke.rs	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	Native explicit callbacks/persisted programs; generated fixed-arity interfaces and JVM compiler have no standalone native counterpart. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-java/datomic/functions/Fn6.java	recovered-java-origin	byte-identical	1.0.7705/transactor/src-java/datomic/functions/Fn6.java	application-computation	src/database_value/invoke.rs	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	Native explicit callbacks/persisted programs; generated fixed-arity interfaces and JVM compiler have no standalone native counterpart. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-java/datomic/functions/Fn7.java	recovered-java-origin	byte-identical	1.0.7705/transactor/src-java/datomic/functions/Fn7.java	application-computation	src/database_value/invoke.rs	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	Native explicit callbacks/persisted programs; generated fixed-arity interfaces and JVM compiler have no standalone native counterpart. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-java/datomic/functions/Fn8.java	recovered-java-origin	byte-identical	1.0.7705/transactor/src-java/datomic/functions/Fn8.java	application-computation	src/database_value/invoke.rs	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	Native explicit callbacks/persisted programs; generated fixed-arity interfaces and JVM compiler have no standalone native counterpart. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-java/datomic/functions/Fn9.java	recovered-java-origin	byte-identical	1.0.7705/transactor/src-java/datomic/functions/Fn9.java	application-computation	src/database_value/invoke.rs	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	Native explicit callbacks/persisted programs; generated fixed-arity interfaces and JVM compiler have no standalone native counterpart. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-java/datomic/impl/Circular.java	recovered-java-origin	byte-identical	1.0.7705/transactor/src-java/datomic/impl/Circular.java	host-operations-support	src/operations/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/02_datomic_deployment.atomic.md	Coherent host/config/diagnostic support family; native explicit configuration/operations replace JVM supervision and presentation helpers. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-java/datomic/impl/Config.java	recovered-java-origin	byte-identical	1.0.7705/transactor/src-java/datomic/impl/Config.java	host-operations-support	src/operations/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/02_datomic_deployment.atomic.md	Coherent host/config/diagnostic support family; native explicit configuration/operations replace JVM supervision and presentation helpers. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-java/datomic/impl/Exceptions.java	recovered-java-origin	byte-identical	1.0.7705/transactor/src-java/datomic/impl/Exceptions.java	application-completion-errors	src/application/mod.rs	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	Shared API/completion family; native bounded executor and typed errors replace JVM adapters. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-java/datomic/impl/FnCacheLoader.java	recovered-java-origin	byte-identical	1.0.7705/transactor/src-java/datomic/impl/FnCacheLoader.java	application-computation	src/database_value/invoke.rs	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	Native explicit callbacks/persisted programs; generated fixed-arity interfaces and JVM compiler have no standalone native counterpart. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-java/datomic/impl/JavaByteUtil.java	recovered-java-origin	byte-identical	1.0.7705/transactor/src-java/datomic/impl/JavaByteUtil.java	encoding-and-host-primitives	src/storage/codec.rs	datomic_pro_docs/02_core_concepts/01_programming_with_data_and_edn.atomic.md	Native exact values/codecs; Fressian tags, JVM buffer/hash/random helpers are not format compatibility. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-java/datomic/impl/LoggedOutputStream.java	recovered-java-origin	byte-identical	1.0.7705/transactor/src-java/datomic/impl/LoggedOutputStream.java	host-operations-support	src/operations/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/02_datomic_deployment.atomic.md	Coherent host/config/diagnostic support family; native explicit configuration/operations replace JVM supervision and presentation helpers. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-java/datomic/impl/MersenneTwisterFast.java	recovered-java-origin	same-path-not-byte-identical	1.0.7705/transactor/src-java/datomic/impl/MersenneTwisterFast.java	encoding-and-host-primitives	src/storage/codec.rs	datomic_pro_docs/02_core_concepts/01_programming_with_data_and_edn.atomic.md	Native exact values/codecs; Fressian tags, JVM buffer/hash/random helpers are not format compatibility. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-java/datomic/impl/ModifiedFNVHash.java	recovered-java-origin	byte-identical	1.0.7705/transactor/src-java/datomic/impl/ModifiedFNVHash.java	encoding-and-host-primitives	src/storage/codec.rs	datomic_pro_docs/02_core_concepts/01_programming_with_data_and_edn.atomic.md	Native exact values/codecs; Fressian tags, JVM buffer/hash/random helpers are not format compatibility. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-java/datomic/impl/MurmurHash.java	recovered-java-origin	byte-identical	1.0.7705/transactor/src-java/datomic/impl/MurmurHash.java	encoding-and-host-primitives	src/storage/codec.rs	datomic_pro_docs/02_core_concepts/01_programming_with_data_and_edn.atomic.md	Native exact values/codecs; Fressian tags, JVM buffer/hash/random helpers are not format compatibility. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-java/datomic/impl/PriorityExecutor.java	recovered-java-origin	byte-identical	1.0.7705/transactor/src-java/datomic/impl/PriorityExecutor.java	application-completion-errors	src/application/mod.rs	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	Shared API/completion family; native bounded executor and typed errors replace JVM adapters. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-java/datomic/impl/Shell.java	recovered-java-origin	byte-identical	1.0.7705/transactor/src-java/datomic/impl/Shell.java	host-operations-support	src/operations/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/02_datomic_deployment.atomic.md	Coherent host/config/diagnostic support family; native explicit configuration/operations replace JVM supervision and presentation helpers. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-java/datomic/impl/clusterfs/Closed.java	recovered-java-origin	byte-identical	1.0.7705/transactor/src-java/datomic/impl/clusterfs/Closed.java	storage-catalog	src/storage/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Opaque objects/conditional references and shared catalog; provider/backend-specific behavior is not native parity. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
